13417,"Latitude","Longitude"
"AZ26",31.37,110.13
"P20",34.15,114.27
"AZ74",31.36,110.37
"AZ57",34.93,112.51
"PAN",34.26,111.34
"L37",35.53,113.25
"1G4",35.99,113.82
"3AZ5",35.57,113.29
"P48",33.8,112.25
"DVT",33.69,112.08
"A39",32.99,111.92
"PHX",33.43,112.01
"IWA",33.31,111.66
"E37",32.85,109.88
"P10",35.79,110.42
"25AZ",31.82,109.06
"AZ27",34.91,112.53
"PRC",34.65,112.42
"15AZ",33.74,114.48
"5AZ3",33.21,111.62
"47AZ",33.22,111.59
"AZ63",32.53,111.2
"48AZ",34.65,111.79
"50AZ",36.06,110.59
"SAD",32.85,109.64
"2AZ1",33.76,113.62
"AZ40",33.79,113.64
"0AZ2",33.78,113.64
"4AZ7",33.38,110.46
"44A",32.52,114.7
"E77",32.64,110.65
"SDL",33.62,111.91
"SEZ",34.85,111.79
"P23",35.34,112.89
"52AZ",35.38,113.3
"E78",31.93,111.89
"SOW",34.27,110.01
"21AZ",34.35,109.97
"16AZ",34.51,112.68
"3AZ8",32.76,109.65
"54AZ",32.6,114.67
"D68",34.13,109.31
"09AZ",31.93,110.04
"SJN",34.52,109.38
"5AZ7",32.85,111.95
"AZ61",32.9,112.24
"55AZ",32.87,111.96
"AZ49",32.9,112.25
"E81",33.28,111.13
"TYL",34.45,110.12
"U30",36.02,114.34
"74AZ",31.62,110.05
"P29",31.67,110.02
"99AZ",33.4,113.22
"56AZ",33.48,113
"AZ85",33.53,112.96
"T03",36.09,111.38
"DMA",32.17,110.88
"6AZ8",31.94,111.12
"57AZ",32.45,111
"AVQ",32.41,111.22
"4AZ0",32.3,111.32
"RYN",32.14,111.17
"TUS",32.12,110.94
"AZ01",33.85,113.57
"60AZ",33.84,113.45
"AZ50",35.71,114.48
"E24",33.81,109.99
"1Z1",36.26,113.23
"23AZ",34.02,112.83
"AZ64",33.95,112.69
"E25",33.97,112.8
"AZ14",32.02,109.96
"P33",32.25,109.89
"4AZ9",32.11,109.76
"02AZ",32.38,109.94
"CMR",35.31,112.19
"AZ77",35.24,111.94
"RQE",35.65,109.07
"INW",35.02,110.72
"58AZ",34.09,110.93
"24AZ",34.16,110.94
"AZ34",34.69,114.1
"NYL",32.66,114.61
"LGF",32.86,114.4
"52CL",34.54,117.46
"11CL",34.63,117.65
"0CL1",34.57,117.56
"A26",41.19,120.95
"L54",32.96,116.29
"L70",34.5,118.31
"0CA8",33.43,116.84
"1CA6",32.77,116.72
"AAT",41.48,120.57
"CA06",41.42,120.57
"A24",41.41,120.68
"CL88",41.45,120.58
"53CL",38.86,123.59
"2O3",38.58,122.44
"54CL",33.52,116.8
"APV",34.58,117.19
"27CA",34.56,117.08
"2CL2",39.01,122.1
"ACV",40.98,124.11
"5CL8",35.18,118.92
"5CL9",37.14,119.51
"AUN",38.95,121.08
"AVX",33.41,118.42
"CA69",36,120.14
"0O2",35.29,116.08
"L45",35.32,119
"10CL",35.37,119.19
"6CL0",35.53,119.1
"BFL",35.43,119.06
"7CA2",35.18,118.93
"BNG",33.92,116.85
"00CA",35.35,116.89
"5CA4",34.75,116.15
"O02",39.82,120.35
"O55",41.14,121.12
"L35",34.26,116.86
"CL23",39.46,121.7
"BIH",37.37,118.36
"9CA6",37.87,118.1
"1CA4",33.87,114.53
"BLH",33.62,114.72
"56CL",33.59,114.61
"44CA",33.68,114.64
"D83",39.01,123.38
"57CL",35,117.61
"58CL",33.19,116.28
"L08",33.26,116.32
"BWC",32.99,115.52
"4CA2",37.95,121.65
"O57",38.26,119.22
"F25",39.46,121.29
"60CL",38.6,121.56
"BUR",34.2,118.36
"L62",35.35,119.48
"C83",37.83,121.63
"CA90",34.51,115.52
"CXL",32.67,115.51
"62CL",35.41,118.5
"L71",35.15,118.02
"CLR",33.13,115.52
"CA38",39.65,120.44
"CMA",34.21,119.09
"66CA",35.61,121.11
"O61",38.68,120.99
"CA62",35.72,120.77
"63CL",38.72,122.14
"CRQ",33.13,117.28
"64CL",33.86,118.28
"65CL",36.51,119.76
"O59",41.55,120.17
"49X",34.53,114.43
"O05",40.28,121.24
"CL90",39.69,121.78
"CIC",39.8,121.86
"4CA7",39.67,121.89
"O23",39.72,121.87
"NID",35.69,117.69
"CNO",33.97,117.64
"L77",33.67,115.71
"67CA",37.07,120.38
"2O6",37.11,120.25
"66CL",37,120.46
"0CL3",32.63,116.89
"CN13",38.44,121.51
"O60",38.78,122.99
"CL24",36.85,119.51
"3O8",36.25,120.24
"C80",36.16,120.29
"O22",38.03,120.41
"O08",39.18,121.99
"67CL",39.2,122.05
"CPM",33.89,118.24
"CCR",37.99,122.06
"CRO",36.1,119.59
"24CL",36.09,119.54
"0O4",39.94,122.17
"AJO",33.9,117.6
"CA04",40.35,122.34
"68CA",40.36,122.22
"O09",39.79,123.27
"CEC",41.78,124.24
"NRC",37.41,121.11
"CL25",34.94,119.45
"3CA3",34.92,119.53
"DAG",34.85,116.79
"CL18",34.56,115.36
"17CL",37.09,122.27
"69CL",38.62,121.75
"EDU",38.53,121.79
"DWA",38.58,121.86
"70CL",36.3,116.43
"L06",36.46,116.88
"L09",36.6,117.16
"DLO",35.75,119.24
"71CL",39.35,122.09
"L64",33.75,115.33
"72CL",34.13,115.12
"73CL",33.7,115.64
"74CL",35.26,118.83
"D63",40.49,123.6
"13CL",38.38,121.82
"A32",41.89,121.98
"28CA",36.96,120.63
"CL01",36.9,120.67
"76CL",37.09,120.5
"CA71",38.44,120.89
"77CL",36.72,119.14
"1O6",41.26,122.27
"9L2",34.99,117.86
"EDW",34.91,117.88
"23CN",32.79,115.53
"NJK",32.83,115.67
"99CL",34.63,117.61
"EMT",34.09,118.03
"90CL",39.57,122.61
"E27",38.39,121.33
"8CL2",38.42,121.23
"CL04",38.41,121.24
"BLU",39.28,120.71
"8CL1",33.19,117
"37CL",33.32,116.99
"O33",40.78,124.21
"O19",40.72,123.93
"EKA",40.8,124.11
"O63",36.24,119.15
"SUU",38.26,121.93
"O89",41.02,121.43
"L18",33.35,117.25
"L73",35.6,119.13
"CN29",37.94,121.02
"F34",36.86,120.46
"5CA7",36.34,120.25
"41CA",40.32,123.25
"A28",41.88,120.15
"82CL",39.47,123.8
"BYS",35.28,116.63
"23CA",41.63,122.77
"A30",41.56,122.86
"FOT",40.55,124.13
"11CA",36.67,119.72
"CN38",38.34,121.44
"F72",38.3,121.43
"02CL",34.76,119.06
"37CN",36.91,119.79
"FCH",36.73,119.82
"FAT",36.78,119.72
"E79",36.84,119.87
"FUL",33.87,117.98
"2CL9",38.33,121.3
"51CL",38.23,121.22
"O16",40.09,123.81
"0O9",41.85,123.98
"29CN",38.85,120.83
"E36",38.92,120.86
"CL29",34.84,114.96
"CL46",34.77,118.73
"09CL",39.11,121.06
"GOO",39.22,121
"3CA7",36.33,121.19
"35CN",39.1,121.93
"53CN",39.08,121.92
"45CN",37.88,120.19
"E45",37.86,120.18
"E55",38.8,123.53
"3O1",37.26,120.96
"HAF",37.51,122.5
"9CL5",36.28,119.64
"HJO",36.32,119.63
"87CA",36.4,119.62
"36S",41.79,123.39
"HHR",33.92,118.34
"F62",40.55,123.18
"HWD",37.66,122.12
"O31",38.65,122.9
"19CL",34.71,117.35
"CA70",34.76,117.5
"86CL",33.6,116.88
"HMT",33.73,117.02
"65CN",38.3,121.25
"AHC",40.27,120.15
"H37",40.14,120.18
"L26",34.38,117.32
"CL84",37.39,120.93
"9CL2",36.87,121.34
"1C9",36.95,121.47
"CVH",36.89,121.41
"L04",32.85,115.27
"O21",41.04,123.67
"H47",40.63,123.47
"IPL",32.83,115.58
"NRS",32.57,117.12
"2O7",36.82,118.21
"IYK",35.66,117.83
"CA19",38.26,120.92
"CA20",38.43,121.02
"5CA8",38.26,120.93
"9CL4",35.28,115.19
"O70",38.38,120.79
"L78",32.62,116.17
"08CL",37.86,120.55
"6CL9",37.92,120.52
"L80",34.15,116.25
"04CL",33.08,116.44
"46CA",32.97,116.41
"68CN",36.02,118.1
"91CL",35.99,118.08
"L05",35.73,118.42
"KIC",36.23,121.12
"S51",41.51,124
"CA09",41.89,122.84
"32CL",38.83,121.72
"CN19",37.93,121.61
"POC",34.09,117.78
"2CN8",34.3,117.15
"CA42",33.64,117.43
"CA89",33.63,117.3
"1O2",38.99,122.9
"0CL6",34.69,118.28
"WJF",34.74,118.22
"1CL1",34.79,118.28
"9CL1",37.19,120.28
"97CA",34.99,118.91
"O24",37.96,119.11
"NLC",36.33,119.95
"32CA",36.33,119.83
"CN15",36.37,119.79
"6CA8",34.86,117.14
"9CL3",41.24,120.53
"LHM",38.91,121.35
"90CA",38,121.12
"LLR",39.26,123.75
"CA10",41.62,122.32
"18CL",39.29,121.69
"LVK",37.69,121.82
"63CN",37.66,121.69
"46CN",34.48,117.83
"12CA",38.11,121.17
"CL11",38.13,121.22
"O20",38.09,121.36
"1O3",38.2,121.27
"L53",38.08,121.32
"8CA8",38.07,121.21
"LPC",34.67,120.47
"VBG",34.73,120.58
"O26",36.59,118.05
"LGB",33.82,118.15
"SLI",33.79,118.05
"LAX",33.94,118.41
"WHP",34.26,118.41
"LSN",37.06,120.87
"36CN",35.64,120.01
"L84",35.62,119.69
"2CN4",35.67,119.9
"80CA",38.82,120.92
"4CL4",34.45,117.03
"7CA1",34.41,116.62
"51CA",34.42,116.62
"6CA1",41.74,121.88
"77CA",37.12,119.99
"49CL",36.91,120.18
"MAE",36.99,120.11
"48CN",37.06,120.14
"MMH",37.62,118.84
"CN42",40.45,121.88
"OAR",36.68,121.76
"5CL0",37.34,119.86
"6CL4",37.46,119.74
"MPI",37.51,120.04
"M45",38.73,119.77
"BAB",39.14,121.44
"22CL",39.3,121.36
"9CL7",39.33,121.36
"MYV",39.1,121.57
"8CL6",39.29,122.19
"CA11",41.27,122.12
"M90",36.76,120.37
"MER",37.38,120.57
"35CL",37.23,120.48
"15CL",37.34,120.4
"MCE",37.28,120.51
"92CL",39.1,121.85
"38CN",39.11,121.88
"CN44",37.62,121.16
"5CL3",37.67,121.2
"MOD",37.63,120.95
"4CA8",37.64,121.16
"CN37",35.38,118.23
"MHV",35.06,118.15
"1CL2",34.94,118.17
"1O5",41.73,122.55
"SIY",41.78,122.47
"MRY",36.59,121.84
"NUQ",37.42,122.05
"2CN3",33.51,117.33
"F70",33.57,117.13
"APC",38.21,122.28
"EED",34.77,114.62
"L88",34.94,119.69
"79CL",39.33,121.08
"63CA",33.48,115.87
"DVO",38.14,122.56
"O27",37.76,120.8
"OAK",37.72,122.22
"L52",35.1,120.62
"NFG",33.3,117.36
"NXF",33.29,117.46
"OKB",33.22,117.35
"0CA6",32.75,116.02
"L90",33.15,116.13
"6CL6",37.18,119.61
"ONT",34.06,117.6
"O37",39.72,122.15
"OVE",39.49,121.62
"97CL",39.46,121.58
"OXR",34.2,119.21
"UDD",33.75,116.27
"TRM",33.63,116.16
"PSP",33.83,116.51
"CL13",34.52,117.76
"04CA",34.56,117.68
"8CL0",34.59,117.83
"PMD",34.63,118.08
"PAO",37.46,122.12
"CN98",33.25,114.71
"CA92",39.71,121.62
"5CL7",34.31,114.19
"33CL",35.57,120.8
"PRB",35.67,120.63
"CA02",37.47,121.17
"CL33",33.31,117
"52CN",40.34,121.77
"L65",33.76,117.22
"43CN",38.19,122.6
"O69",38.26,122.61
"54CN",38.75,120.9
"7CL9",38.7,120.73
"PVF",38.72,120.75
"01CL",38.8,120.73
"CA03",37.35,120.29
"59CN",38.84,121.53
"CA07",38.84,121.56
"27CL",38.75,121.57
"25CL",38.87,121.48
"NTD",34.12,119.12
"20CL",38.75,122.37
"05CL",38.61,122.39
"PTV",36.03,119.06
"CA75",32.64,116.64
"2O1",39.94,120.95
"6CA6",38.33,120.48
"CA76",33.07,116.75
"RNM",33.04,116.92
"RIU",38.49,121.1
"57CN",38.47,121.08
"O39",40.8,120.37
"0CL0",37.12,119.91
"49CN",40.02,122.39
"RBL",40.15,122.25
"O85",40.57,122.41
"RDD",40.51,122.29
"CA53",40.67,122.34
"REI",34.09,117.15
"CA13",36.61,119.46
"42CN",36.71,119.4
"O32",36.67,119.45
"L67",34.13,117.4
"07CL",39.5,121.77
"CA16",38.73,121.39
"L36",38.68,121.45
"O88",38.19,121.7
"CA17",37.72,120.89
"89CA",36.47,119.88
"52CA",33.85,117.42
"RIV",33.88,117.26
"RAL",33.95,117.45
"RIR",33.99,117.41
"CA18",38.87,121.71
"33CA",34.91,118.3
"L00",34.87,118.21
"CL74",34.83,118.4
"34CA",38.79,121.37
"CA21",39.22,121.22
"T42",40.21,123.3
"CA22",38.76,121.59
"MCC",38.67,121.4
"SAC",38.51,121.49
"SMF",38.7,121.59
"MHR",38.56,121.3
"SNS",36.66,121.61
"SAS",33.24,115.95
"CPU",38.15,120.65
"CA88",36.03,120.91
"SBD",34.1,117.24
"SQL",37.51,122.25
"NUC",33.02,118.59
"SDM",32.57,116.98
"NKX",32.87,117.14
"MYF",32.82,117.14
"NZY",32.7,117.22
"SAN",32.73,117.19
"SEE",32.83,116.97
"SFO",37.62,122.38
"CA32",36.58,120.25
"SJC",37.36,121.93
"RHV",37.33,121.82
"SBP",35.24,120.64
"E16",37.08,121.6
"NSI",33.24,119.46
"CA35",38.02,122.52
"9CA7",36.77,119.44
"SNA",33.68,117.87
"CA97",34.02,119.85
"SBA",34.43,119.84
"SZN",34.06,119.92
"CL77",37.07,122.13
"5CL1",35.4,120.53
"SMX",34.9,120.46
"SMO",34.02,118.45
"SZP",34.35,119.06
"STS",38.51,122.81
"CA39",38.43,122.56
"0CA3",34.59,120.01
"IZA",34.61,120.08
"0CA4",34.62,120.07
"0CA5",33.14,116.75
"25CA",33.18,116.79
"0Q3",38.22,122.45
"CA40",36.52,119.67
"CA41",36.58,119.64
"0Q4",36.58,119.66
"MIT",35.51,119.19
"0CA9",35.6,120.34
"0Q5",40.03,124.07
"L61",35.97,116.27
"O79",39.58,120.35
"34CN",37.52,120.4
"3CA9",36.36,121.31
"0Q9",38.26,122.43
"1CA1",35.47,119.72
"TVL",38.89,120
"CA44",36.15,118.8
"CA45",37.33,120.87
"6CL8",37.95,121.24
"SCK",37.89,121.24
"CA49",36.2,119.84
"CA05",36.16,119.81
"12CL",36.16,119.85
"36CA",36.13,119.99
"92CA",36.12,119.89
"1Q1",36.16,119.05
"1Q2",40.65,120.77
"SVE",40.38,120.57
"L17",35.14,119.44
"L94",35.1,118.42
"9CA0",35.11,118.6
"TSP",35.14,118.44
"37CA",33.51,117.07
"2CL3",41.64,121.89
"CA51",38.7,123.43
"TOA",33.8,118.34
"CA54",37.67,121.33
"1Q4",37.68,121.3
"TCY",37.69,121.44
"O86",40.98,122.69
"L72",35.81,117.33
"TRK",39.32,120.14
"TLR",36.16,119.33
"O81",41.89,121.36
"9CL0",37.47,120.84
"O15",37.48,120.7
"61CA",34.17,116.07
"2CA2",34.16,116.05
"2CA3",34.16,116
"43CL",34.21,116
"TNP",34.13,115.95
"NXP",34.3,116.16
"UKI",39.13,123.2
"CCB",34.11,117.69
"1Q5",39.45,122.95
"CA57",38.46,122.05
"VCB",38.38,121.96
"2CA4",33.26,117.09
"VNY",34.21,118.49
"38CL",38.75,121.56
"CA59",38.79,121.58
"8CA0",34.58,117.27
"VCV",34.6,117.38
"CA60",39.95,122
"D86",36.45,119.32
"VIS",36.32,119.39
"9CL9",38.22,121.53
"38CA",35.69,119.49
"L19",35.62,119.35
"CA66",36.91,121.84
"WVI",36.94,121.79
"O54",40.75,122.92
"O46",41.48,122.45
"CA67",37.55,121.21
"95CA",35.67,120.55
"4CL3",39.15,122.35
"O28",39.45,123.37
"98CL",39.58,122.2
"WLW",39.52,122.22
"26CA",38.43,121.17
"8CA5",33.65,117.11
"O42",36.4,119.11
"O41",38.67,121.87
"CN23",34.96,116.68
"O52",39.12,121.61
"CA73",39.1,121.72
"2CA8",34.42,116.61
"6CA5",34.34,116.58
"L22",34.13,116.41
"45CL",40.14,123.4
"CO25",39.5,103.72
"AKO",40.18,103.22
"5V6",40.24,103.09
"ALS",37.44,105.87
"CO03",39.26,106.91
"ASE",39.22,106.87
"BKF",39.7,104.75
"34CO",39.72,104.73
"5CO1",38.83,107.86
"CO02",39.63,104.52
"96CO",39.86,104.4
"0CO3",39.89,104.55
"76CO",39.84,104.42
"CD14",39.83,104.44
"CD09",39.82,104.41
"87CO",39.69,104.42
"86CO",40.31,105.15
"CD39",40.27,105.14
"17CO",40.27,105.03
"CO22",39.28,102.48
"CO07",39.85,105.47
"05V",37.41,105.55
"CO09",38.27,104.28
"BDU",40.04,105.23
"CO10",39.99,105.22
"9CO5",38.58,102.44
"06CO",37.39,103.69
"00CO",40.62,104.34
"8CO2",40.67,104.21
"CO12",39.98,104.7
"22CO",39.96,104.49
"7V5",40.26,103.58
"AEJ",38.81,106.12
"23CD",39.3,102.32
"ITR",39.24,102.29
"CD17",39.91,104.13
"8CO4",39.67,104.14
"CO17",39.71,104.19
"5CO4",39.7,104.25
"CD23",39.2,104.33
"5V4",39.05,104.29
"1V6",38.43,105.11
"CO19",38.41,105.6
"4CO0",39.39,107.16
"4CO8",39.31,104.82
"CO20",38.86,107.82
"6CO2",38.96,107.96
"1V8",37.79,106.05
"5CO0",38.82,102.31
"COS",38.81,104.7
"00V",38.95,104.57
"AFF",38.97,104.81
"5CO6",39.55,105.28
"CEZ",37.3,108.63
"CO27",37.47,108.66
"CD01",38.4,105.62
"CAG",40.5,107.52
"5CO7",40.78,107.53
"99V",38.7,107.64
"C24",37.82,106.93
"0CO2",38.85,106.93
"CD13",39.84,103.74
"8V1",37.71,106.35
"CO89",38.77,108.04
"AJZ",38.79,108.06
"27CO",38.73,108.13
"3CO0",38.74,108.01
"D17",38.76,108.15
"APA",39.57,104.85
"DEN",39.86,104.67
"FTG",39.79,104.54
"BJC",39.91,105.12
"8V6",37.76,108.89
"00C",37.2,107.87
"DRO",37.15,107.75
"CD82",37.34,107.85
"9V7",38.48,102.81
"EGE",39.64,106.92
"CO48",40.51,104.65
"6CO0",38.85,108.02
"4CO7",39.22,104.68
"CO49",39.16,104.53
"CO15",39.22,104.64
"2CD6",39.39,104.55
"CO42",39.33,104.55
"9CO6",39.28,104.57
"3CO7",39.33,104.57
"CD45",39.32,104.57
"8CO9",39.34,104.58
"A50",38.87,104.41
"CO90",38.76,104.31
"EIK",40.01,105.05
"7CO0",40.07,105.03
"CO54",38.98,104.63
"CO58",40.11,104.95
"CO00",39.28,103.07
"FCS",38.68,104.76
"CO55",40.6,105.14
"65CO",40.52,104.97
"CO53",40.63,104.99
"FNL",40.45,105.01
"FMM",40.33,103.8
"CO80",38.07,104.05
"43CO",39.37,104.68
"CO96",39.37,104.74
"CO59",40.55,104.56
"CO61",37.84,105.21
"63CO",38.71,108.94
"9CO3",38.68,108.98
"CO43",39,108.71
"GWS",39.51,107.31
"GNB",40.09,105.92
"GJT",39.12,108.53
"11V",40.33,104.61
"GXY",40.44,104.63
"30CO",38.67,105.34
"7CO1",38.76,105.38
"GUC",38.53,106.93
"CO47",39.6,106.97
"CO73",38.1,102.22
"25CD",39.15,105.72
"17V",40.63,102.6
"HDN",40.48,107.22
"92CO",38.29,105.61
"K08",38.03,102.12
"HEQ",40.57,102.27
"3CO1",38.85,107.83
"CO76",38.84,107.87
"51CO",38.89,107.8
"CD97",38.81,107.77
"44CO",38.84,107.79
"8CO5",38.83,107.89
"18V",40.1,104.7
"CD28",39.64,105.27
"7V8",40.97,102.32
"CO60",40.11,104.43
"CO56",39.96,104.46
"CO82",40.1,104.59
"62CO",40.1,104.43
"9CO7",40.34,104.57
"CO18",39.46,104.26
"07CO",39.26,104.43
"9CO8",39.28,104.34
"72CO",39.68,102.59
"CO84",39.61,102.54
"20V",40.05,106.37
"LHX",38.05,103.51
"6CO3",37.64,103.66
"07V",37.52,105.01
"CD32",37.91,107.35
"93CO",39.02,105.62
"LAA",38.07,102.69
"CD03",38.2,102.57
"2CD9",40.68,105.14
"CO93",39.25,104.89
"7V9",38.05,103.24
"LXV",39.22,106.32
"LIC",39.27,103.67
"CO98",39.55,105.03
"LMO",40.16,105.16
"CD20",40.48,105.22
"C07",39.27,108.86
"0CO8",40.21,105.01
"05CO",40.22,104.98
"EEO",40.05,107.89
"9CO9",39.13,108.14
"2CO3",40.38,104.87
"02CO",37.64,106.05
"MVI",37.53,106.05
"0CO9",37.66,106.03
"39CO",38.49,107.67
"MTJ",38.51,107.89
"52CO",39.11,104.65
"47CO",40.9,104.83
"7CO4",40.6,103.94
"CO06",40.51,103.91
"8CO7",40.12,105.17
"0CO6",38.22,108.21
"1CO2",38.16,108.34
"AIB",38.24,108.56
"1CO3",40.7,104.8
"1CD1",40.69,104.87
"48CO",40.72,104.78
"5CO8",40.34,106.85
"1CO4",38.58,107.96
"7CO5",40.3,104.23
"PSO",37.29,107.06
"7V2",38.83,107.65
"16CO",39.41,108.09
"1CO8",39.53,104.66
"32CO",38.46,105.08
"2CD3",39.12,104.43
"2CO1",39.11,104.58
"36CO",39.11,104.54
"03CO",40.21,104.74
"1CD2",40.17,104.79
"2CO5",38.35,104.63
"46CO",38.1,104.43
"PUB",38.29,104.5
"99CO",38.14,104.81
"80CO",38.15,104.71
"7CO8",38.36,104.74
"35CO",38.88,103.81
"4V0",40.09,108.76
"25CO",40.85,105.63
"RIL",39.53,107.73
"1CO5",38.02,103.7
"49CO",40.09,104.38
"74CO",40.05,104.21
"23CO",38.84,103.99
"08CO",38.73,104.04
"95CO",37.87,104.84
"04V",38.1,106.17
"1CO7",38.55,105.99
"CO11",38.42,106.06
"ANK",38.54,106.05
"33CO",37.07,105.46
"CD15",39.3,104.13
"CD10",37.68,106.56
"CD69",37.74,106.53
"8V7",37.46,102.62
"1CD4",40.51,106.94
"CD99",40.36,106.83
"81CO",40.41,106.82
"CD02",40.76,106.97
"SBS",40.52,106.87
"3CO2",40.62,103.33
"STK",40.62,103.26
"3CO4",37.07,105.02
"CO38",39.75,104.31
"59CO",39.83,104.32
"CO97",39.72,104.32
"09CO",38.06,103.65
"TEX",37.95,107.91
"CO95",38.05,107.98
"TAD",37.26,104.34
"0CD5",37.49,104.14
"53CO",37.55,102.39
"33V",40.75,106.27
"CD48",37.79,104.59
"4V1",37.7,104.79
"4CO3",37.39,102.28
"9CO2",39.7,104.48
"6CO1",40.78,104.92
"CO65",38.05,105.47
"C08",38.01,105.37
"8CO0",40.25,104
"89CO",40.24,103.99
"2V5",40.1,102.24
"0CD2",38.65,104.23
"97CO",38.93,104.16
"88CO",38.89,104.25
"CD05",40.19,102.7
"8CO8",40.11,102.73
"2V6",40.1,102.71
"GRO",14.17,145.24
"GSN",15.12,145.73
"TT01",18.12,145.77
"TNI",15,145.62
"CT74",41.95,72.18
"33CT",41.61,73.24
"5CT5",41.63,73.22
"CT01",41.67,73.19
"CT36",41.56,72.2
"BDR",41.16,73.13
"CT96",41.71,72.97
"SNC",41.38,72.51
"CT08",41.51,72.24
"CT07",41.57,72.3
"CT09",41.8,72.39
"DXR",41.37,73.48
"LZD",41.82,71.9
"CT39",41.47,72.71
"CT11",41.44,72.34
"42B",41.45,72.46
"CT13",41.88,71.82
"CT85",41.89,72.62
"CT14",41.87,72.62
"5CT0",41.91,72.07
"7B9",41.93,72.46
"CT15",41.95,72.48
"CT42",41.85,73.27
"GON",41.33,72.05
"HFD",41.74,72.65
"CT19",41.97,72.54
"24CT",41.57,71.97
"CT43",41.59,71.93
"CT44",41.79,73.31
"CT20",41.6,72.43
"9B8",41.59,72.44
"MMK",41.51,72.83
"CT48",41.44,71.93
"HVN",41.26,72.89
"11N",41.57,73.47
"CT51",41.53,73.42
"CT52",41.37,73.29
"CT04",42.04,73.29
"CT24",42.05,73.34
"5CT7",41.3,72.3
"OXC",41.48,73.14
"4B8",41.69,72.86
"C44",41.96,72.05
"CT59",41.55,73.27
"4B9",41.92,72.78
"CT29",42.01,72.47
"64CT",41.92,71.95
"CT31",41.97,72.33
"CT80",41.35,71.89
"CT32",41.54,71.83
"7B6",41.93,72.58
"CT66",41.67,73.28
"N41",41.63,73.05
"IJD",41.74,72.18
"BDL",41.94,72.68
"DCA",38.85,77.04
"IAD",38.95,77.46
"DE14",38.74,75.54
"23DE",39.31,75.73
"0N4",39.2,75.49
"DOV",39.13,75.47
"33N",39.22,75.6
"D74",38.85,75.61
"2DE2",38.86,75.57
"DE32",38.98,75.62
"DE00",39.02,75.58
"0N6",39.01,75.53
"DE49",38.64,75.36
"GED",38.69,75.36
"DE17",38.78,75.58
"DE07",39.14,75.69
"N06",38.54,75.59
"DE09",39.07,75.49
"1DE5",39.5,75.73
"DE33",39.48,75.7
"EVY",39.52,75.72
"DE25",38.78,75.23
"DE23",38.75,75.36
"DE21",38.52,75.17
"DE15",38.61,75.7
"DE27",38.46,75.18
"DE04",39.29,75.58
"DE29",39.38,75.64
"38N",39.3,75.58
"DE19",39.33,75.74
"DE20",39.37,75.75
"DE34",39.41,75.66
"ILG",39.68,75.61
"15N",39.12,75.58
"63FD",29.7,82.49
"FA62",29.92,82.48
"FA63",28.96,81.12
"50FD",30.52,85.2
"5FD3",30.61,85.09
"22FL",30.6,85.14
"AAF",29.73,85.03
"F47",29.64,84.92
"FL57",28.62,81.51
"X04",28.71,81.58
"X06",27.19,81.84
"92FL",27.12,81.85
"FA27",27.21,81.78
"0FA1",27.3,81.88
"26FD",27.05,81.85
"8FL1",27.2,81.92
"FA64",27.07,81.59
"09FL",27.06,81.97
"0J8",29.62,82.51
"FL66",29.56,82.5
"FL16",28.06,81.82
"AVO",27.59,81.53
"FL01",27.62,81.61
"AGR",27.65,81.34
"55FD",30.82,86.69
"18FD",30.85,86.67
"BOW",27.94,81.78
"86FD",29.76,82.9
"37FL",29.72,82.84
"6FL9",29.69,82.87
"9FL5",29.81,82.93
"X10",26.7,80.66
"FA69",26.59,80.64
"8FL3",29.07,82
"FL58",29.03,81.99
"2FA2",29.02,82.11
"8FL2",29,82.1
"5FD5",30.6,84.98
"F95",30.49,85.11
"BCT",26.38,80.11
"FA55",30.78,85.77
"03FD",30.83,85.73
"1J0",30.85,85.6
"FL78",27.9,82.18
"2FD0",29.98,82.91
"FD16",29.97,82.87
"FD71",30.05,82.98
"0FL1",29.98,82.84
"5FD7",28.61,82.37
"BKV",28.47,82.46
"X05",28.33,82.5
"09FD",28.67,82.09
"25FL",28.63,82.16
"9FL1",28.68,82.16
"00FA",28.65,82.22
"4FL2",28.6,82.15
"2CB",29.97,81.98
"X13",29.84,84.7
"FA43",29.81,84.6
"CDK",29.13,83.05
"FA71",29.23,82.94
"FD89",30.83,87.36
"73FD",29.51,82.86
"51FL",29.4,82.87
"79FL",29.55,82.87
"FA36",29.51,82.87
"6FD0",29.57,82.87
"FD94",30.72,85.61
"FL14",30.78,85.6
"6FD2",28.67,81.08
"FD14",29.38,82.06
"9FD5",29.39,82.14
"74FD",30.46,85.18
"5FD1",30.43,85.29
"FL15",30.42,85.3
"CLW",27.98,82.76
"12FA",28.48,81.71
"21FL",28.51,81.8
"2IS",26.74,81.05
"0FL0",26.73,81.16
"0FL9",26.39,81.02
"2FA4",26.38,80.95
"XMR",28.47,80.57
"COF",28.24,80.61
"2FA6",28.81,82.07
"FD44",29.43,81.6
"16FD",29.41,81.5
"2FA5",29.47,81.57
"28FL",29.44,81.58
"CEW",30.78,86.52
"EGI",30.65,86.52
"FD03",30.8,86.44
"CTY",29.64,83.1
"35FA",29.47,82.16
"CGC",28.87,82.57
"1FA1",28.86,82.55
"2FL3",30.67,85.08
"5FL0",28.41,82.22
"3FL1",28.45,82.21
"9FD7",30.2,83.31
"DAB",29.18,81.06
"7FL6",29.08,81.05
"FD90",29.17,81.26
"0FD5",30.82,86.34
"5FL9",30.74,86.21
"02FL",30.64,86.12
